"","Year","State","TotalVotes","Candidate1Votes","Candidate1%","Candidate1EV","Candidate2Votes","Candidate2%","Candidate2EV","Candidate3Votes","Candidate3%","Candidate3EV","Candidate4Votes","Candidate4%","Candidate4EV"
"2044",2000,"Hawaii","367,951","137,845","37.5","","205,286","55.8","4","21,623","5.9","",NA,NA,NA
"2144",2000,"Idaho","501,621","336,937","67.2","4","138,637","27.6","","12,292","2.5","",NA,NA,NA
"2244",2000,"Illinois","4,742,123","2,019,421","42.6","","2,589,026","54.6","22","103,759","2.2","",NA,NA,NA
"2344",2000,"Indiana","2,199,302","1,245,836","56.6","12","901,980","41.0","","18,531","0.8","",NA,NA,NA
"2444",2000,"Iowa","1,315,563","634,373","48.2","","638,517","48.5","7","29,374","2.2","",NA,NA,NA
"2544",2000,"Kansas","1,072,218","622,332","58.0","6","399,276","37.2","","36,086","3.4","",NA,NA,NA
"2644",2000,"Kentucky","1,544,187","872,492","56.5","8","638,898","41.4","","23,192","1.5","",NA,NA,NA
"2744",2000,"Louisiana","1,765,656","927,871","52.6","9","792,344","44.9","","20,473","1.2","",NA,NA,NA
"2843",2000,"Maine","651,817","286,616","44.0","","319,951","49.1","4","37,127","5.7","",NA,NA,NA
"2943",2000,"Maryland","2,020,480","813,797","40.3","","1,140,782","56.5","10","53,768","2.7","",NA,NA,NA
"3040",2000,"Massachusetts","2,702,984","878,502","32.5","","1,616,487","59.8","12","173,564","6.4","",NA,NA,NA
"3139",2000,"Michigan","4,232,711","1,953,139","46.1","","2,170,418","51.3","18","84,165","2.0","",NA,NA,NA
"3237",2000,"Minnesota","2,438,685","1,109,659","45.5","","1,168,266","47.9","10","126,696","5.2","",NA,NA,NA
"3337",2000,"Mississippi","994,184","572,844","57.6","7","404,614","40.7","","8,122","0.8","",NA,NA,NA
"3437",2000,"Missouri","2,359,892","1,189,924","50.4","11","1,111,138","47.1","","38,515","1.6","",NA,NA,NA
"3536",2000,"Montana","410,997","240,178","58.4","3","137,126","33.4","","24,437","5.9","",NA,NA,NA
"3634",2000,"Nebraska","697,019","433,862","62.2","5","231,780","33.3","","24,540","3.5","",NA,NA,NA
"3734",2000,"Nevada","608,970","301,575","49.5","4","279,978","46.0","","15,008","2.5","",NA,NA,NA
"3833",2000,"New Hampshire","569,081","273,559","48.1","4","266,348","46.8","","22,198","3.9","",NA,NA,NA
"3933",2000,"New Jersey","3,187,226","1,284,173","40.3","","1,788,850","56.1","15","94,554","3.0","",NA,NA,NA
"4032",2000,"New Mexico","598,605","286,417","47.8","","286,783","47.9","5","21,251","3.6","",NA,NA,NA
"4138",2000,"New York","6,821,999","2,403,374","35.2","","4,107,697","60.2","33","244,030","3.6","",NA,NA,NA
"4235",2000,"North Carolina","2,911,262","1,631,163","56.0","14","1,257,692","43.2","","--","0.0","",NA,NA,NA
"4332",2000,"North Dakota","288,256","174,852","60.7","3","95,284","33.1","","9,486","3.3","",NA,NA,NA
"4429",2000,"Ohio","4,701,998","2,350,363","50.0","21","2,183,628","46.4","","117,799","2.5","",NA,NA,NA
"4528",2000,"Oklahoma","1,234,229","744,337","60.3","8","474,276","38.4","","--","0.0","",NA,NA,NA
"4628",2000,"Oregon","1,533,968","713,577","46.5","","720,342","47.0","7","77,357","5.0","",NA,NA,NA
"4728",2000,"Pennsylvania","4,913,119","2,281,127","46.4","","2,485,967","50.6","23","103,392","2.1","",NA,NA,NA
"4828",2000,"Rhode Island","409,047","130,555","31.9","","249,508","61.0","4","25,052","6.1","",NA,NA,NA
"4927",2000,"South Carolina","1,382,717","785,937","56.8","8","565,561","40.9","","20,200","1.5","",NA,NA,NA
"5024",2000,"South Dakota","316,269","190,700","60.3","3","118,804","37.6","","--","0.0","",NA,NA,NA
"5132",2000,"Tennessee","2,076,181","1,061,949","51.1","11","981,720","47.3","","19,781","1.0","",NA,NA,NA
"5228",2000,"Texas","6,407,637","3,799,639","59.3","32","2,433,746","38.0","","137,994","2.2","",NA,NA,NA
"5318",2000,"Utah","770,754","515,096","66.8","5","203,053","26.3","","35,850","4.7","",NA,NA,NA
"5418",2000,"Vermont","294,308","119,775","40.7","","149,022","50.6","3","20,374","6.9","",NA,NA,NA
"5518",2000,"Virginia","2,739,447","1,437,490","52.5","13","1,217,290","44.4","","59,398","2.2","",NA,NA,NA
"5618",2000,"Washington","2,487,433","1,108,864","44.6","","1,247,652","50.2","11","103,002","4.1","",NA,NA,NA
"5718",2000,"West Virginia","648,124","336,475","51.9","5","295,497","45.6","","10,680","1.6","",NA,NA,NA
"5818",2000,"Wisconsin","2,598,607","1,237,279","47.6","","1,242,987","47.8","11","94,070","3.6","",NA,NA,NA
"5914",2000,"Wyoming","218,351","147,947","67.8","3","60,481","27.7","","4,625","2.1","",NA,NA,NA
"608",2000,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6113",2000,"Totals","105,396,627","50,455,156","47.9","271","50,992,335","48.4","266","2,882,738","2.7","0",NA,NA,NA
"933",2004,"Alabama","1,883,449","1,176,394","62.5","9","693,933","36.8","Â",NA,NA,NA,NA,NA,NA
"1038",2004,"Alaska","312,598","190,889","61.1","3","111,025","35.5","Â",NA,NA,NA,NA,NA,NA
"1144",2004,"Arizona","2,012,585","1,104,294","54.9","10","893,524","44.4","Â",NA,NA,NA,NA,NA,NA
"1245",2004,"Arkansas","1,054,945","572,898","54.3","6","469,953","44.5","Â",NA,NA,NA,NA,NA,NA
"1345",2004,"California","12,421,852","5,509,826","44.4","Â","6,745,485","54.3","55",NA,NA,NA,NA,NA,NA
"1445",2004,"Colorado","2,130,330","1,101,255","51.7","9","1,001,732","47.0","Â",NA,NA,NA,NA,NA,NA
"1545",2004,"Connecticut","1,578,769","693,826","43.9","Â","857,488","54.3","7",NA,NA,NA,NA,NA,NA
"1645",2004,"Delaware","375,190","171,660","45.8","Â","200,152","53.3","3",NA,NA,NA,NA,NA,NA
"1745",2004,"Dist. of Col.","227,586","21,256","9.3","Â","202,970","89.2","3",NA,NA,NA,NA,NA,NA
"1845",2004,"Florida","7,609,810","3,964,522","52.1","27","3,583,544","47.1","Â",NA,NA,NA,NA,NA,NA
"1945",2004,"Georgia","3,301,875","1,914,254","58.0","15","1,366,149","41.4","Â",NA,NA,NA,NA,NA,NA
"2045",2004,"Hawaii","429,013","194,191","45.3","Â","231,708","54.0","4",NA,NA,NA,NA,NA,NA
"2145",2004,"Idaho","598,447","409,235","68.4","4","181,098","30.3","Â",NA,NA,NA,NA,NA,NA
"2245",2004,"Illinois","5,274,322","2,345,946","44.5","Â","2,891,550","54.8","21",NA,NA,NA,NA,NA,NA
"2345",2004,"Indiana","2,468,002","1,479,438","59.9","11","969,011","39.3","Â",NA,NA,NA,NA,NA,NA
"2445",2004,"Iowa","1,506,908","751,957","49.9","7","741,898","49.2","Â",NA,NA,NA,NA,NA,NA
"2545",2004,"Kansas","1,187,756","736,456","62.0","6","434,993","36.6","Â",NA,NA,NA,NA,NA,NA
"2645",2004,"Kentucky","1,795,882","1,069,439","59.5","8","712,733","39.7","Â",NA,NA,NA,NA,NA,NA
"2745",2004,"Louisiana","1,943,106","1,102,169","56.7","9","820,299","42.2","Â",NA,NA,NA,NA,NA,NA
"2844",2004,"Maine","740,752","330,201","44.6","Â","396,842","53.6","4",NA,NA,NA,NA,NA,NA
"2944",2004,"Maryland","2,386,678","1,024,703","42.9","Â","1,334,493","55.9","10",NA,NA,NA,NA,NA,NA
"3041",2004,"Massachusetts","2,912,388","1,071,109","36.8","Â","1,803,800","61.9","12",NA,NA,NA,NA,NA,NA
"3140",2004,"Michigan","4,839,252","2,313,746","47.8","Â","2,479,183","51.2","17",NA,NA,NA,NA,NA,NA
"3238",2004,"Minnesota*","2,828,387","1,346,695","47.6","Â","1,445,014","51.1","9*",NA,NA,NA,NA,NA,NA
"3338",2004,"Mississippi","1,152,145","684,981","59.5","6","458,094","39.8","Â",NA,NA,NA,NA,NA,NA
"3438",2004,"Missouri","2,731,364","1,455,713","53.3","11","1,259,171","46.1","Â",NA,NA,NA,NA,NA,NA
"3537",2004,"Montana","450,445","266,063","59.1","3","173,710","38.6","Â",NA,NA,NA,NA,NA,NA
"3635",2004,"Nebraska","778,186","512,814","65.9","5","254,328","32.7","Â",NA,NA,NA,NA,NA,NA
"3735",2004,"Nevada","829,587","418,690","50.5","5","397,190","47.9","Â",NA,NA,NA,NA,NA,NA
"3834",2004,"New Hampshire","677,738","331,237","48.9","Â","340,511","50.2","4",NA,NA,NA,NA,NA,NA
"3934",2004,"New Jersey","3,611,691","1,670,003","46.2","Â","1,911,430","52.9","15",NA,NA,NA,NA,NA,NA
"4033",2004,"New Mexico","756,304","376,930","49.8","5","370,942","49.0","Â",NA,NA,NA,NA,NA,NA
"4139",2004,"New York","7,391,036","2,962,567","40.1","Â","4,314,280","58.4","31",NA,NA,NA,NA,NA,NA
"4236",2004,"North Carolina","3,501,007","1,961,166","56.0","15","1,525,849","43.6","Â",NA,NA,NA,NA,NA,NA
"4333",2004,"North Dakota","312,833","196,651","62.9","3","111,052","35.5","Â",NA,NA,NA,NA,NA,NA
"4430",2004,"Ohio","5,627,908","2,859,768","50.8","20","2,741,167","48.7","Â",NA,NA,NA,NA,NA,NA
"4529",2004,"Oklahoma","1,463,758","959,792","65.6","7","503,966","34.4","Â",NA,NA,NA,NA,NA,NA
"4629",2004,"Oregon","1,836,782","866,831","47.2","Â","943,163","51.3","7",NA,NA,NA,NA,NA,NA
"4729",2004,"Pennsylvania","5,769,590","2,793,847","48.4","Â","2,938,095","50.9","21",NA,NA,NA,NA,NA,NA
"4829",2004,"Rhode Island","437,134","169,046","38.7","Â","259,765","59.4","4",NA,NA,NA,NA,NA,NA
"4928",2004,"South Carolina","1,617,730","937,974","58.0","8","661,699","40.9","Â",NA,NA,NA,NA,NA,NA
"5025",2004,"South Dakota","388,215","232,584","59.9","3","149,244","38.4","Â",NA,NA,NA,NA,NA,NA
"5133",2004,"Tennessee","2,437,319","1,384,375","56.8","11","1,036,477","42.5","Â",NA,NA,NA,NA,NA,NA
"5229",2004,"Texas","7,410,765","4,526,917","61.1","34","2,832,704","38.2","Â",NA,NA,NA,NA,NA,NA
"5319",2004,"Utah","927,844","663,742","71.5","5","241,199","26.0","Â",NA,NA,NA,NA,NA,NA
"5419",2004,"Vermont","312,309","121,180","38.8","Â","184,067","58.9","3",NA,NA,NA,NA,NA,NA
"5519",2004,"Virginia","3,198,367","1,716,959","53.7","13","1,454,742","45.5","Â",NA,NA,NA,NA,NA,NA
"5619",2004,"Washington","2,859,084","1,304,894","45.6","Â","1,510,201","52.8","11",NA,NA,NA,NA,NA,NA
"5719",2004,"West Virginia","755,887","423,778","56.1","5","326,541","43.2","Â",NA,NA,NA,NA,NA,NA
"5819",2004,"Wisconsin","2,997,007","1,478,120","49.3","Â","1,489,504","49.7","10",NA,NA,NA,NA,NA,NA
"5915",2004,"Wyoming","243,428","167,629","68.9","3","70,776","29.1","Â",NA,NA,NA,NA,NA,NA
"609",2004,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6114",2004,"Totals","122,295,345","62,040,610","50.7","286","59,028,444","48.3","251",NA,NA,NA,NA,NA,NA
"934",2008,"Alabama","2,099,819","813,479","38.7%","Â","1,266,546","60.3%","9",NA,NA,NA,NA,NA,NA
"1039",2008,"Alaska","326,197","123,594","37.9%","Â","193,841","59.4%","3",NA,NA,NA,NA,NA,NA
"1145",2008,"Arizona","2,293,475","1,034,707","45.1%","Â","1,230,111","53.6%","10",NA,NA,NA,NA,NA,NA
"1246",2008,"Arkansas","1,086,617","422,310","38.9%","Â","638,017","58.7%","6",NA,NA,NA,NA,NA,NA
"1346",2008,"California","13,561,900","8,274,473","61.0%","55","5,011,781","37.0%","Â",NA,NA,NA,NA,NA,NA
"1446",2008,"Colorado","2,401,361","1,288,576","53.7%","9","1,073,589","44.7%","Â",NA,NA,NA,NA,NA,NA
"1546",2008,"Connecticut","1,646,792","997,772","60.6%","7","629,428","38.2%","Â",NA,NA,NA,NA,NA,NA
"1646",2008,"Delaware","412,412","255,459","61.9%","3","152,374","36.9%","Â",NA,NA,NA,NA,NA,NA
"1746",2008,"Dist. of Col.","265,853","245,800","92.5%","3","17,367","6.5%","Â",NA,NA,NA,NA,NA,NA
"1846",2008,"Florida","8,390,744","4,282,074","51.0%","27","4,045,624","48.2%","Â",NA,NA,NA,NA,NA,NA
"1946",2008,"Georgia","3,924,440","1,844,137","47.0%","Â","2,048,744","52.2%","15",NA,NA,NA,NA,NA,NA
"2046",2008,"Hawaii","453,568","325,871","71.8%","4","120,566","26.6%","Â",NA,NA,NA,NA,NA,NA
"2146",2008,"Idaho","655,032","236,440","36.1%","Â","403,012","61.5%","4",NA,NA,NA,NA,NA,NA
"2246",2008,"Illinois","5,523,051","3,419,673","61.9%","21","2,031,527","36.8%","Â",NA,NA,NA,NA,NA,NA
"2346",2008,"Indiana","2,751,054","1,374,039","49.9%","11","1,345,648","48.9%","Â",NA,NA,NA,NA,NA,NA
"2446",2008,"Iowa","1,543,662","828,940","53.7%","7","682,379","44.2%","Â",NA,NA,NA,NA,NA,NA
"2546",2008,"Kansas","1,235,872","514,765","41.7%","Â","699,655","56.6%","6",NA,NA,NA,NA,NA,NA
"2646",2008,"Kentucky","1,826,508","751,985","41.2%","Â","1,048,462","57.4%","8",NA,NA,NA,NA,NA,NA
"2746",2008,"Louisiana","1,960,761","782,989","39.9%","Â","1,148,275","58.6%","9",NA,NA,NA,NA,NA,NA
"2845",2008,"Maine","731,163","421,923","57.7%","2","295,273","40.4%","Â",NA,NA,NA,NA,NA,NA
"2945",2008,"CD-1","383,626","232,145","60.5%","1","144,604","37.7%","Â",NA,NA,NA,NA,NA,NA
"3042",2008,"CD-2","347,537","189,778","54.6%","1","150,669","43.4%","Â",NA,NA,NA,NA,NA,NA
"3141",2008,"Maryland","2,631,596","1,629,467","61.9%","10","959,862","36.5%","Â",NA,NA,NA,NA,NA,NA
"3239",2008,"Massachusetts","3,080,985","1,904,097","61.8%","12","1,108,854","36.0%","Â",NA,NA,NA,NA,NA,NA
"3339",2008,"Michigan","5,001,766","2,872,579","57.4%","17","2,048,639","41.0%","Â",NA,NA,NA,NA,NA,NA
"3439",2008,"Minnesota","2,910,369","1,573,354","54.1%","10","1,275,409","43.8%","Â",NA,NA,NA,NA,NA,NA
"3538",2008,"Mississippi","1,289,865","554,662","43.0%","Â","724,597","56.2%","6",NA,NA,NA,NA,NA,NA
"3636",2008,"Missouri","2,925,205","1,441,911","49.3%","Â","1,445,814","49.4%","11",NA,NA,NA,NA,NA,NA
"3736",2008,"Montana","490,109","231,667","47.3%","Â","242,763","49.5%","3",NA,NA,NA,NA,NA,NA
"3835",2008,"Nebraska","801,281","333,319","41.6%","Â","452,979","56.5%","2",NA,NA,NA,NA,NA,NA
"3935",2008,"CD-1","273,893","121,411","44.3%","Â","148,179","54.1%","1",NA,NA,NA,NA,NA,NA
"4034",2008,"CD-2","277,809","138,809","50.0%","1","135,439","48.8%","Â",NA,NA,NA,NA,NA,NA
"4140",2008,"CD-3","246,742","73,099","29.6%","Â","169,361","68.6%","1",NA,NA,NA,NA,NA,NA
"4237",2008,"Nevada","967,848","533,736","55.1%","5","412,827","42.7%","Â",NA,NA,NA,NA,NA,NA
"4334",2008,"New Hampshire","707,611","384,826","54.4%","4","316,534","44.7%","Â",NA,NA,NA,NA,NA,NA
"4431",2008,"New Jersey","3,868,237","2,215,422","57.3%","15","1,613,207","41.7%","Â",NA,NA,NA,NA,NA,NA
"4530",2008,"New Mexico","830,158","472,422","56.9%","5","346,832","41.8%","Â",NA,NA,NA,NA,NA,NA
"4630",2008,"New York","7,591,233","4,769,700","62.8%","31","2,742,298","36.1%","Â",NA,NA,NA,NA,NA,NA
"4730",2008,"North Carolina","4,310,789","2,142,651","49.7%","15","2,128,474","49.4%","Â",NA,NA,NA,NA,NA,NA
"4830",2008,"North Dakota","316,621","141,278","44.6%","Â","168,601","53.3%","3",NA,NA,NA,NA,NA,NA
"4929",2008,"Ohio","5,698,260","2,933,388","51.5%","20","2,674,491","46.9%","Â",NA,NA,NA,NA,NA,NA
"5026",2008,"Oklahoma","1,462,661","502,496","34.4%","Â","960,165","65.6%","7",NA,NA,NA,NA,NA,NA
"5134",2008,"Oregon","1,827,864","1,037,291","56.7%","7","738,475","40.4%","Â",NA,NA,NA,NA,NA,NA
"5230",2008,"Pennsylvania","6,034,745","3,276,363","54.3%","21","2,655,885","44.0%","Â",NA,NA,NA,NA,NA,NA
"5320",2008,"Rhode Island","469,767","296,571","63.1%","4","165,391","35.2%","Â",NA,NA,NA,NA,NA,NA
"5420",2008,"South Carolina","1,920,969","862,449","44.9%","Â","1,034,896","53.9%","8",NA,NA,NA,NA,NA,NA
"5520",2008,"South Dakota","381,975","170,924","44.7%","Â","203,054","53.2%","3",NA,NA,NA,NA,NA,NA
"5620",2008,"Tennessee","2,599,749","1,087,437","41.8%","Â","1,479,178","56.9%","11",NA,NA,NA,NA,NA,NA
"5720",2008,"Texas","8,077,795","3,528,633","43.7%","Â","4,479,328","55.5%","34",NA,NA,NA,NA,NA,NA
"5820",2008,"Utah","952,370","327,670","34.4%","Â","596,030","62.6%","5",NA,NA,NA,NA,NA,NA
"5916",2008,"Vermont","325,046","219,262","67.5%","3","98,974","30.4%","Â",NA,NA,NA,NA,NA,NA
"6010",2008,"Virginia","3,723,260","1,959,532","52.6%","13","1,725,005","46.3%","Â",NA,NA,NA,NA,NA,NA
"6115",2008,"Washington","3,036,878","1,750,848","57.7%","11","1,229,216","40.5%","Â",NA,NA,NA,NA,NA,NA
"6210",2008,"West Virginia","713,362","303,857","42.6%","Â","397,466","55.7%","5",NA,NA,NA,NA,NA,NA
"631",2008,"Wisconsin","2,983,417","1,677,211","56.2%","10","1,262,393","42.3%","Â",NA,NA,NA,NA,NA,NA
"641",2008,"Wyoming","256,035","82,868","32.4%","Â","164,958","64.4%","3",NA,NA,NA,NA,NA,NA
"651",2008,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",2008,"Totals","131,278,107","69,456,897","52.9%","365","59,934,814","45.7%","173",NA,NA,NA,NA,NA,NA
"1146",2012,"Alabama","2,074,338","795,696","38.4%","Â","1,255,925","60.5%","9",NA,NA,NA,NA,NA,NA
"1247",2012,"Alaska","300,495","122,640","40.8%","Â","164,676","54.8%","3",NA,NA,NA,NA,NA,NA
"1347",2012,"Arizona","2,299,254","1,025,232","44.6%","Â","1,233,654","53.7%","11",NA,NA,NA,NA,NA,NA
"1447",2012,"Arkansas","1,069,468","394,409","36.9%","Â","647,744","60.6%","6",NA,NA,NA,NA,NA,NA
"1547",2012,"California","13,038,547","7,854,285","60.2%","55","4,839,958","37.1%","Â",NA,NA,NA,NA,NA,NA
"1647",2012,"Colorado","2,569,520","1,323,101","51.5%","9","1,185,243","46.1%","Â",NA,NA,NA,NA,NA,NA
"1747",2012,"Connecticut","1,558,960","905,083","58.1%","7","634,892","40.7%","Â",NA,NA,NA,NA,NA,NA
"1847",2012,"Delaware","413,921","242,584","58.6%","3","165,484","40.0%","Â",NA,NA,NA,NA,NA,NA
"1947",2012,"Dist. of Col.","293,764","267,070","90.9%","3","21,381","7.3%","Â",NA,NA,NA,NA,NA,NA
"2047",2012,"Florida","8,474,179","4,237,756","50.0%","29","4,163,447","49.1%","Â",NA,NA,NA,NA,NA,NA
"2147",2012,"Georgia","3,900,050","1,773,827","45.5%","Â","2,078,688","53.3%","16",NA,NA,NA,NA,NA,NA
"2247",2012,"Hawaii","434,697","306,658","70.5%","4","121,015","27.8%","Â",NA,NA,NA,NA,NA,NA
"2347",2012,"Idaho","652,274","212,787","32.6%","Â","420,911","64.5%","4",NA,NA,NA,NA,NA,NA
"2447",2012,"Illinois","5,242,014","3,019,512","57.6%","20","2,135,216","40.7%","Â",NA,NA,NA,NA,NA,NA
"2547",2012,"Indiana","2,624,534","1,152,887","43.9%","Â","1,420,543","54.1%","11",NA,NA,NA,NA,NA,NA
"2647",2012,"Iowa","1,582,180","822,544","52.0%","6","730,617","46.2%","Â",NA,NA,NA,NA,NA,NA
"2747",2012,"Kansas","1,159,971","440,726","38.0%","Â","692,634","59.7%","6",NA,NA,NA,NA,NA,NA
"2846",2012,"Kentucky","1,797,212","679,370","37.8%","Â","1,087,190","60.5%","8",NA,NA,NA,NA,NA,NA
"2946",2012,"Louisiana","1,994,065","809,141","40.6%","Â","1,152,262","57.8%","8",NA,NA,NA,NA,NA,NA
"3043",2012,"Maine","713,180","401,306","56.3%","4","292,276","41.0%","Â",NA,NA,NA,NA,NA,NA
"3142",2012,"Maryland","2,707,327","1,677,844","62.0%","10","971,869","35.9%","Â",NA,NA,NA,NA,NA,NA
"3240",2012,"Massachusetts","3,167,767","1,921,290","60.7%","11","1,188,314","37.5%","Â",NA,NA,NA,NA,NA,NA
"3340",2012,"Michigan","4,730,961","2,564,569","54.2%","16","2,115,256","44.7%","Â",NA,NA,NA,NA,NA,NA
"3440",2012,"Minnesota","2,936,561","1,546,167","52.7%","10","1,320,225","45.0%","Â",NA,NA,NA,NA,NA,NA
"3539",2012,"Mississippi","1,285,584","562,949","43.8%","Â","710,746","55.3%","6",NA,NA,NA,NA,NA,NA
"3637",2012,"Missouri","2,757,323","1,223,796","44.4%","Â","1,482,440","53.8%","10",NA,NA,NA,NA,NA,NA
"3737",2012,"Montana","484,048","201,839","41.7%","Â","267,928","55.4%","3",NA,NA,NA,NA,NA,NA
"3836",2012,"Nebraska","794,379","302,081","38.0%","Â","475,064","59.8%","5",NA,NA,NA,NA,NA,NA
"3936",2012,"Nevada","1,014,918","531,373","52.4%","6","463,567","45.7%","Â",NA,NA,NA,NA,NA,NA
"4035",2012,"New Hampshire","710,972","369,561","52.0%","4","329,918","46.5%","Â",NA,NA,NA,NA,NA,NA
"4141",2012,"New Jersey","3,638,499","2,122,786","58.3%","14","1,478,088","40.6%","Â",NA,NA,NA,NA,NA,NA
"4238",2012,"New Mexico","783,758","415,335","53.0%","5","335,788","42.8%","Â",NA,NA,NA,NA,NA,NA
"4335",2012,"New York","7,061,925","4,471,871","63.4%","29","2,485,432","35.2%","Â",NA,NA,NA,NA,NA,NA
"4432",2012,"North Carolina","4,505,372","2,178,391","48.4%","Â","2,270,395","50.4%","15",NA,NA,NA,NA,NA,NA
"4531",2012,"North Dakota","322,932","124,966","38.7%","Â","188,320","58.3%","3",NA,NA,NA,NA,NA,NA
"4631",2012,"Ohio","5,580,822","2,827,621","50.7%","18","2,661,407","47.7%","Â",NA,NA,NA,NA,NA,NA
"4731",2012,"Oklahoma","1,334,872","443,547","33.2%","Â","891,325","66.8%","7",NA,NA,NA,NA,NA,NA
"4831",2012,"Oregon","1,789,270","970,488","54.2%","7","754,175","42.1%","Â",NA,NA,NA,NA,NA,NA
"4930",2012,"Pennsylvania","5,753,670","2,990,274","52.1%","20","2,680,434","46.7%","Â",NA,NA,NA,NA,NA,NA
"5027",2012,"Rhode Island","446,049","279,677","62.7%","4","157,204","35.2%","Â",NA,NA,NA,NA,NA,NA
"5135",2012,"South Carolina","1,964,118","865,941","44.1%","Â","1,071,645","54.6%","9",NA,NA,NA,NA,NA,NA
"5231",2012,"South Dakota","363,815","145,039","39.9%","Â","210,610","57.9%","3",NA,NA,NA,NA,NA,NA
"5321",2012,"Tennessee","2,458,577","960,709","39.1%","Â","1,462,330","59.5%","11",NA,NA,NA,NA,NA,NA
"5421",2012,"Texas","7,993,851","3,308,124","41.4%","Â","4,569,843","57.2%","38",NA,NA,NA,NA,NA,NA
"5521",2012,"Utah","1,017,440","251,813","24.7%","Â","740,600","72.8%","6",NA,NA,NA,NA,NA,NA
"5621",2012,"Vermont","299,290","199,239","66.6%","3","92,698","31.0%","Â",NA,NA,NA,NA,NA,NA
"5721",2012,"Virginia","3,854,490","1,971,820","51.2%","13","1,822,522","47.3%","Â",NA,NA,NA,NA,NA,NA
"5821",2012,"Washington","3,125,516","1,755,396","56.2%","12","1,290,670","41.3%","Â",NA,NA,NA,NA,NA,NA
"5917",2012,"West Virginia","670,438","238,269","35.5%","Â","417,655","62.3%","5",NA,NA,NA,NA,NA,NA
"6011",2012,"Wisconsin","3,071,434","1,620,985","52.9%","10","1,410,966","46.0%","Â",NA,NA,NA,NA,NA,NA
"6116",2012,"Wyoming","249,061","69,286","27.8%","Â","170,962","68.6%","3",NA,NA,NA,NA,NA,NA
"6211",2012,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
